Dimension 1,Dimension 2,title,demographic,genres,type,episode_count,score,year_first_aired,ranked,members_count,favorited_count,studio,synopsis
-33.16676,-1.6223733,Himouto! Umaru-chan OVA,Seinen,Comedy,OVA,2,7.23,2015,3097,82043,68,Doga Kobo,Episodes included in the manga's seventh and tenth volumes.
-0.2783766,-10.300695,The Case Files of Jeweler Richard,Unknown,"Drama, Mystery",TV,12,7.2,2020,3247,68078,286,Shuka,"Possessing a deep knowledge of mineralogy, Richard Ranashinha de Vulpian is a young and handsome British jewelry appraiser who owns a small shop in Japan. One fateful night, Seigi Nakata, a righteous college student, saves him from drunks who were harassing him due to his good looks. Upon learning of Richard's identity, Seigi hires him to appraise a pink sapphire ring that was left behind by his deceased grandmother.   Before long, Seigi becomes a trusted part-timer at Richard's shop. Together, the duo solve various jewel-related requests from diverse clients of different backgrounds. Step by step, they unravel the hidden motives and feelings that lie within the gems in order to understand and empathize with the little stories behind each piece of jewelry."
0.75114477,-62.566963,"With a Dog AND a Cat, Every Day is Fun",Unknown,"Comedy, Slice of Life",TV,24,7.23,2020,3099,15355,43,Team TillDawn,Matsumoto-san owns an innocent dog and an adorably devious cat. Laughing and crying ensue as they all live daily life together.   (Source: MAL News)
43.346745,-62.8068,Magical☆Shopping Arcade Abenobashi,Unknown,"Award Winning, Comedy, Fantasy, Ecchi",TV,13,7.22,2002,3139,91183,362,Madhouse,"Satoshi ""Sasshi"" Imamiya believes his life is in shambles, as only a 12-year-old can. Having lost his card collection, his childish dilemmas worsen when he learns that his childhood friend, Arumi Asahina, will be moving away.   Suddenly, their issues are dashed aside for the surreal, and they find themselves transported away through bizarre worlds of science fiction, magic, and war. Any attempt to escape only catapults them into another alien land. Soon, the two come to a realization: every world is just a reimagining of their hometown. But there are two unfamiliar faces—the voluptuous Mune-mune and the elusive blue-haired Eutus—and they just might be the key to escaping their predicament.  Abenobashi Mahou☆Shoutengai follows Sasshi and Arumi's comedic exploits as they desperately attempt to return home. However, when the pair unravel a tale spanning generations, they begin to wonder if the cause of their situation is more personal than they thought. Is returning home truly what they desire?"
0.34387627,-16.463404,Air: The Motion Picture,Unknown,"Drama, Romance, Supernatural",Movie,1,7.22,2005,3140,61559,119,Toei Animation,"Centuries ago, Kanna, a princess and the last of a winged race, was held prisoner in a castle as she was feared by the rest of the world. However, when she met a soldier named Ryuuya, she fell in love with him and told him of her wishes to see the outside world and to find her mother. Ryuuya attempted to fulfill these wishes. However, his efforts were in vain as Kanna was sealed in the sky through magic and cursed to be in pain for all eternity.   Hundreds of years later, Yukito, a decendant of Ryuuya, comes to a quiet town one week before their annual festival with hopes that he can make some money. However, when he meets an unusual girl called Misuzu, he is reminded of what his mother once told him—""When you go out on your journey, if you find the winged girl's re-incarnation, you must use your power to set her free.""   Yukito and Misuzu's fates soon become intertwined with each other, with each developing feelings for the other. However when Yukito realizes Misuzu's connection to the past, he must decide on whether to leave, or to attempt to break the curse that has bound Kanna in centuries of pain."
3.7762816,15.159063,Ajin: Demi-Human Movie 2: Confront,Seinen,"Action, Horror, Mystery, Supernatural",Movie,1,7.22,2016,3141,27625,9,Polygon Pictures,"For high schooler Kei—and for at least forty-six others—immortality comes as the nastiest surprise ever.   Sadly for Kei, such a feat doesn't make him a superhero. In the eyes of both the general public and governments, he's a rare specimen who needs to be hunted down and handed over to scientists to be experimented on for life—a demi-human who must die a thousand deaths for the benefit of humanity.   (Source: Vertical)"
-52.94993,-26.480965,"I'm the Villainess, So I'm Taming the Final Boss",Shoujo,"Comedy, Fantasy, Romance",TV,12,7.22,2022,3142,170490,991,Maho Film,"Aileen Lauren Dautriche's life changes forever on the day her engagement with the crown prince Cedric Jeanne Elmir is nullified so he can be together with Lilia Rainworth. The event triggers Aileen's memories from her past life—she has been reincarnated in an otome game as the villainess, who is destined to die in the final act. To prevent her predetermined demise, Aileen has only one option: to court the game's last boss, Claude Jeanne Elmir—the proclaimed ""Demon King"" and Cedric's half-brother—and marry him.   However, it is easier said than done, as Claude distrusts her intentions. Instead of giving up, Aileen adamantly tries to win his heart by helping Claude fulfill his wish: to build peace between humankind and demonic beasts. But time is running out, and it is up to Aileen to change the course of not only her tragic ending but Claude's as well."
-2.0282125,-31.199495,Amagami SS+ Plus: Extra Episode+ Plus,Unknown,Romance,Special,6,7.22,2012,3144,37681,22,AIC,Short extras of the anime included in each of the six Blu-ray volumes of Amagami SS+.
73.462555,7.5528154,Transcending the Nine Heavens,Unknown,"Action, Adventure, Fantasy",ONA,12,7.22,2023,3145,892,5,Foch Films,"Reborn for the sake of a previous life. Reborn for the sake of martial arts. Chu Yang was under attack for the sake of the Jiu Jie Sword. Our hero was trapped and outnumbered by plunderers. Unexpectedly, between life and death, he was brought back 16 years in the past. Is this fate, or a coincidence? Will Chu Yang be able to change the past?"
-34.530674,-0.67527634,Bite me!,Seinen,"Comedy, Ecchi",OVA,6,6.51,1992,6788,2449,4,Egg,"The series follows the antics of tenth-grade student Eisaku Yazawa who wants to become a bousouzoku, a motorcycle gang member."
4.5314326,4.25257,Danganronpa 3: The End of Hope's Peak High School - Future Arc,Unknown,"Action, Horror, Mystery, Suspense",TV,12,7.22,2016,3147,356111,1699,Lerche,"After Makoto Naegi and his fellow survivors escaped Hope's Peak Academy to the world beyond, they soon join the Future Foundation, an organization dedicated to combating despair. Just when all seems to be looking up, Naegi is arrested and tried for betrayal due to defending a malicious group of Remnants of Despair. Standing before all of the Future Foundation executives, he finds himself, along with Kyouko Kirigiri and Aoi Asahina, facing an unknown fate.   The matter at hand only escalates when the organization's supposedly impenetrable security is hacked into by a familiar face: Monokuma. Much to Naegi's horror, the mechanical bear immediately announces the beginning of a new killing game, as moments later, the first victim appears as a signal for despair to resume its brutal conquest.   Naegi, the Super High School-Level Lucky Student, must once again unravel the mystery as his colleagues and friends begin falling around him. However, there are no more class trials; among the 16 desperate participants, there is only one killer—and their death means the end of this infernal game."
11.462467,37.689747,Darwin's Game,Shounen,"Action, Mystery, Sci-Fi, Suspense",TV,11,7.22,2020,3149,560878,2587,Nexus,"High school student Kaname Sudou receives an invitation from a classmate to play Darwin's Game, a mobile game he has never heard of. However, as soon as he opens the application, a green snake suddenly pops out from his phone screen and bites his neck, leaving him unconscious. Waking up in the infirmary without any signs of a snake bite, he is told by the school to take the rest of the day off. Although he is puzzled by what has happened, he dismisses the surreal experience as a hallucination and boards the train home.   Unfortunately, his curiosity gets the better of him and he uses the application once again. As the application appears to be just like any other battle game, Kaname breathes out a sigh of relief and decides to start his first match. However, the pleasant surprise is short-lived, as his in-game opponent unexpectedly appears right in front of him and attempts to hunt him down with a knife.   As he desperately runs for his life, Kaname puts two and two together and realizes that Darwin's Game is not an ordinary game, but rather, it's a brutal fight for survival."
44.028202,-49.144554,Doraemon the Movie: Nobita in the Robot Kingdom,Unknown,"Adventure, Comedy, Fantasy",Movie,1,7.22,2002,3150,10363,2,Shin-Ei Animation,"Doraemon and friends travels into another world via the time machine; where humans and robots are living together. However they soon find out that the Empress of Robot Kingdom was trying to capture robots there and turn them emotionless. As the situation goes tense, our heroes sets out to stop the Empress and her plan.   (Source: Wikipedia)"
-5.8648815,46.80783,Dragon Ball: Episode of Bardock,Shounen,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Special,1,7.22,2011,3151,117100,117,Toei Animation,"Shown at Jump Festa 2012, held in December, 2011.   Bardock, Goku's father, who was supposed to have died when Freeza's attack hit him along with the Planet Vegeta, was sent way back in time where the planet was inhabited by strange creatures. There, he meets Freeza's ancestor, a space pirate named Chilled, and fights him to protect the planet.   (Source: AniDB)"
-42.051167,34.546417,Fairy Tail Series 2 OVA,Shounen,"Comedy, Fantasy, Ecchi",OVA,3,7.22,2016,3152,84141,191,A-1 Pictures,"Yousei-tachi no Batsu Game (Fairies' Penalty Game)  Following the Grand Magic Games' undecided outcome, Fairy Tail master Makarov Dreyar finds another way to settle the winner: Team A and Team B will play rock-paper-scissors. The victors can order whatever they want the losers to do. Under these conditions, Laxus Dreyar sends Natsu Dragneel and his team on an impossible mission to retrieve a lost stone.  Natsu vs. Mavis  As the Fairy Tail girls soak in the hot water together with their first master, Mavis Vermillion, they notice that despite the pleasant atmosphere in the bathhouse, Mavis is gloomy. When Warrod Sequen unexpectedly appears, he shares a century-old story about Mavis burying a secret treasure. While Natsu and his team set out to find the treasure to remind Mavis of the good old days, a dispute between Fairy Tail's original members comes to light.  Yousei-tachi no Christmas (Fairies' Christmas)  Fairy Tail members help their beloved city of Magnolia get into the holiday spirit. After a long day of hard work, Natsu and his friends gather to celebrate Christmas with alcohol and games, which soon escalates in real Fairy Tail fashion."
-35.86397,37.3026,GeGeGe no Kitaro,Shounen,"Comedy, Horror, Supernatural",TV,97,7.22,2018,3153,51164,138,Toei Animation,"Nearly twenty years into the 21st century, people have forgotten the existence of youkai. When a number of unexplainable phenomena plague adults of the human world with confusion and chaos, thirteen-year-old Mana writes a letter to the Youkai Post in search of answers, only to be greeted by Gegege no Kitarou...   (Source: Crunchyroll)"
-8.291404,17.537117,Ginga Densetsu Weed,Seinen,"Adventure, Drama",TV,26,7.22,2005,3154,15980,244,Studio Deen,"A dog named Weed happens to hear that he is the son of Gin, the great leader of Ohu who lead the dogs of Ohu to victory in a fight against monsterous bear, Akakabuto. Weed wants to find his father no matter what. On a journey to find his father Weed meets many friends and enemies.    (Source: ANN)"
20.054232,-11.788873,Galaxy Express 999: Eternal Traveller Emeraldas,Unknown,Sci-Fi,TV Special,1,6.7,1980,5753,2549,0,Toei Animation,"Recounting the historic meeting of two of series creator Leiji Matsumoto's most striking heroines, Maetel and Emeraldas. Maetel is the black-clad traveling companion of the young hero, Tetsuro, while Emeraldas is a dashing pirate queen more familiar to fans of the ""Captain Harlock"" series. Here the two are seen in flashback, squaring off for a fencing match, Maetel in her long black coat, boots and fur cap and Emeraldas in her red jacket, red cloak and boots and white pants, both with long, flowing blond hair. The bulk of the story-line focuses on what happens when Emeraldas' ship forces the Galaxy Express to a stop on a remote planet and takes Maetel and Tetsuro prisoner.   (Source: IMDb)"
-35.84323,-45.483772,Girls und Panzer OVA,Unknown,"CGDCT, Military, School",Special,6,7.22,2012,3155,39953,44,Actas,Mini episodes bundled with Blu-rays and DVDs.
58.950695,-15.652101,Record of Grancrest War,Unknown,"Action, Drama, Fantasy, Romance",TV,24,7.22,2018,3156,311792,1307,A-1 Pictures,"The continent of Atlatan once again finds itself devoured by the flames of war after a horrific event known as the Great Hall Tragedy. What was supposed to be a joyful occasion that would establish peace between the Fantasia Union and the Factory Alliance, the marriage of Sir Alexis Douse and Lady Marrine Kreische, was instead a tragedy. As the bride and groom walked down the aisle, the ceremony was suddenly interrupted by a powerful convergence of ""Chaos,"" a dark energy from another dimension that corrupts the land and brings forth monsters and demons into the world. From within that energy appeared the Demon Lord of Diabolos, an evil being who instantly murdered the archdukes of both factions, shattering any hope for peace between them.   Having failed to prevent this disaster, Siluca Meletes, an Alliance mage, is traveling through the Chaos-infested countryside to study under a master magician. When she is intercepted by a group of soldiers working with the Federation, Siluca is rescued by Theo Cornaro, a young warrior carrying a mysterious ""Crest,"" a magical symbol that gives its wielder the ability to banish Chaos. Bearing no allegiance to a specific domain, Theo hopes to attain the rank of Lord so that he can liberate his home town of Sistina from its tyrannical ruler and the Chaos spreading within it. Impressed by his noble goal, Siluca enters into a magical contract with Theo, and the two embark on a journey to restore balance to their war-torn land."
3.2087548,-45.924015,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,Unknown,Ecchi,Special,1,7.22,2015,3157,61202,62,8bit,Special bundled with the Blu-ray/DVD volume of Grisaia no Meikyuu.
-36.466957,35.692783,Ghost Sweeper Mikami,Shounen,"Comedy, Supernatural",TV,45,7.22,1993,3158,14625,50,Toei Animation,"In a world plagued with malicious ghosts, how is it possible to combat the existence of such evil spirits? The answer is to hire a ""Ghost Sweeper""—a professional exorcist, whose duty is to exterminate any unwanted ghoul or poltergeist.   When it comes to Ghost Sweepers, Reiko Mikami is considered to be a cut above the rest. After receiving an offer to examine a haunting near Jinkotsu Hot Spring, she sets off to put her skills to work. Accompanied by her assistants, the underpaid and perverted high school student Tadao Yokoshima and the friendly teenage ghost Kinu Himuro, GS Mikami details the wacky exploits and adventures of these three as they go about investigating paranormal activities."
-38.095978,33.523872,Gugure! Kokkuri-san Specials,Shounen,"Comedy, Romance, Supernatural",Special,11,7.22,2014,3159,16038,14,TMS Entertainment,Short episodes included with the Blu-ray/DVD volumes.
-6.611007,-12.9460745,Harmonie,Unknown,Drama,Movie,1,7.22,2014,3160,58859,148,"Studio Rikka, Ultra Super Pictures","Akio Honjou is a high school student with a special gift for music. He can perfectly recall any piece of music that he has heard only once. One day, as he tries to reproduce a particularly soothing piano melody, he unexpectedly meets Juri Makina—the girl whose cell phone had spontaneously played the tune earlier in class.   If art is the only way to truly know what landscapes populate others' inner worlds, then can this particular tune pave the way for Akio to begin to understand the more intellectual and emotional aspects of his captivating classmate, Juri?"
-44.737606,42.18554,Cells at Work!: The Common Cold,Shounen,Comedy,Special,1,7.22,2018,3161,47479,9,David Production,"For the regular cells of the human body, life consists of countless repetitive tasks. They spend every day multiplying, leaving little time for other activities. But one day, this monotony is abruptly interrupted by a cell with an odd-looking hat. Tired of unending drudgery, another cell named Ippan Saibou decides to join this quirky stranger for a day of pranks, jokes, and mischief."
-0.038953125,42.851868,Fist of the North Star: The Movie,Shounen,"Action, Drama, Sci-Fi",Movie,1,7.22,1986,3162,21987,127,Toei Animation,"Following a cataclysmic nuclear war, the world teeters on the brink of complete destruction. Civilization is polarized into a degenerate society where opposing packs of marauding scavengers prey on helpless, homeless nomads. For those who are lucky enough to survive the constant brutality and danger, it is a bleak existence. Life an death blur into abstractions. The only hope left for mankind is to find a hero worthy of becoming the next ""Fist of the North Star"" - an enlightened warrior - who is capable of leading those with the will to survive out of this barrenness into a new world. But in this savage no-man's land of shifting loyalties and power-hungry demi-gods, heroes are in short supply.    (Source: AniDB)"
27.538221,-5.3446655,Inferno Cop,Unknown,"Action, Comedy",ONA,13,7.22,2012,3163,102948,1131,Trigger,"Jack Knife Edge Town is as edgy as it sounds, and it's up to Inferno Cop to stop that edge from tearing his city apart. He's both law and outlaw, dispensing ungodly justice to evildoers like a candy machine. Lowlifes, gangsters, and even hellspawn all infest Inferno Cop's hunting ground, but that's the good news. The bad news? Prior to the story, his family was brutally murdered by Southern Cross, a shady organization that made the worst mistake imaginable by doing so. Now, Inferno Cop's limiters have been removed and his mercy rung more dry than the entrails of his victims.    Something is welling up in Inferno Cop's city, however, and soon he'll face the most daunting gauntlet of his life involving him literally falling into and escaping from Hell. A flaming head won't be enough to ward off the true evil that's rapidly approaching—Inferno Cop must call upon all his allies and his own wacky antics to conquer the trials that await him."
-12.492996,-36.35129,Inukami!,Unknown,"Comedy, Romance, Supernatural, Ecchi",TV,26,7.22,2006,3164,70185,204,Seven Arcs,"Kawahira Keita is a descendant of a historic Inukami tamer family; however, because he lacked in its ability, he was forsaken by the family. One day, an Inukami named Youko came. She looked graceful, obedient, above all, beautiful. Soon he contracted with her, and she paid homage to him. However, she was a problematic Inukami that no one had been able to control.   This is a slap stick comedy of an Inukami Tamer, Keita and an Inukami, Youko. Keita is a man of worldly passions, and he likes money and girls very much. On the other hand, Youko likes to destroy things and is very jealous.   (Source: AnimeNfo)"
43.010315,11.637057,Jetter Mars,Unknown,"Action, Drama, Sci-Fi",TV,27,6.25,1977,8344,1917,5,Toei Animation,"In 2015 A.D., Dr. Yamanoue, the Secretary of the Science Ministry, who devotes himself assembles the Android robot on an artificial island. He intends to live together with him as his own son. But the robot has a deficiency in his electric brain. He comes to the conclusion that Dr. Kawashimo's help is essential to correct his defective rain. Although they are friends, they are rivals not only in private life but also in scientific study. Dr. Yamanoue is very jingoistic and only thinks of the robot as one of his strategic arms. On the contrary, Dr. Kawashimo is a pacifist and devotes his affection to robots.   Dr. Kawashimo hurries to the island on request of Dr. Yamanoue, taking his pretty young daughter Miri with him. Arriving on the island, Dr. Kawashimo sets the electric brain into Jet Mars, a robot boy. Thus Mars comes into the world. Everything is new to Mars and he doesn't know what is good or bad. On the next day he lifts Dr. Kawashimo and Miri up onto the building. When he sees a glint of moisture in Miri's eyes, he has a mysterious feeling in his mind. Then he asks Dr. Yamanoue what it is. He is taught that it is a tear a weak girl sheds, but, a strong man never does.   One day, the electric brain of Fainton, another robot, is put out of order. So Fainton goes-on a wild rampage and the island is plunged into a crisis. When the seawater runs into the facilities from the big hole made by Fainton, only Mars stands in amazement and is quite at a loss what to do just then Miri exhibits her ultra ability and covers the big hole. Led by her, Mars also carries a sheet of iron and makes repairs. At last they rescue Dr. Yamanoue and Dr. Kawashimo from being washed by seawater. Miri is the robot made by Dr. Kawashimo. Mars learns how to cry and learns how to perform a kind deed.   (Source: Tezuka Production, Toei Animation)"
-26.516481,46.100746,JoJo's Bizarre Adventure (OVA),Shounen,"Action, Adventure, Drama, Supernatural",OVA,7,7.22,2000,3165,82245,368,APPP,"Kujo Jotaro is a normal, popular Japanese high-schooler, until he thinks that he is possessed by a spirit, and locks himself in prison. After seeing his grandfather, Joseph Joestar, and fighting Joseph's friend Muhammad Abdul, Jotaro learns that the ""Spirit"" is actually Star Platinum, his Stand, or fighting energy given a semi-solid form. Later, his mother gains a Stand, and becomes sick. Jotaro learns that it is because the vampire Dio Brando has been revived 100 years after his defeat to Jonathan Joestar, Jotaro's great-great-grandfather. Jotaro decides to join Joseph and Abdul in a trip to Egypt to defeat Dio once and for all."
19.11592,-22.934744,Legend of the Condor Hero III,Unknown,"Action, Adventure, Drama, Romance",TV,26,7.22,2008,3126,2970,3,Nippon Animation,Sequel to Shin Chou Kyou Ryo: Condor Hero II.
28.502087,48.731117,Attack on Titan in the Dome: Soldiers' Starry Sky,Shounen,"Military, Space",Movie,1,7.22,2017,3127,21112,22,Unknown Studio,"A planetarium film screened originally at the Konica Minolta Planetarium ""Tenku"" in the Tokyo Sky Tree and then later on May 27th at the Konica Minolta Planetarium ""Manten"" in Sunshine City (a commercial building complex in  Ikebukuro).   The film is entirely CG and was done through the game engine Unity."
33.766006,43.982624,Armored Trooper Votoms: Alone Again,Unknown,"Action, Drama, Sci-Fi",OVA,1,6.88,2011,4790,3613,1,Sunrise,Chirico visits an oasis town and meets Gotho and his friends for the first time in 32 years.
-45.599567,48.98213,Spiral: Bond of Reasoning,Shounen,"Drama, Mystery",TV,25,7.22,2002,3129,53062,294,J.C.Staff,"Ayumu Narumi has lived all his life in the shadow of his famous detective brother, Kiyotaka. However, Kiyotaka disappeared two years ago, leaving behind his wife Madoka and Ayumu himself, along with a cryptic message about the ""Blade Children.""   One day, a girl at Ayumu's school suddenly dies. What seemed like a suicide at first glance turns out to be a murder, and Ayumu is the prime suspect. While investigating the person responsible for framing him, he discovers that the mysterious Blade Children are involved—and they somehow know Kiyotaka personally. Ayumu soon finds out just how dangerous the Blade Children are and learns that, in reality, he and Kiyotaka are intertwined more closely than he had ever believed."
69.464424,-16.927423,Tales of Zestiria the X,Unknown,"Action, Adventure, Fantasy",TV,12,7.22,2016,3131,328533,789,ufotable,"The Celestial Records speak of the existence of the ""Seraphim,"" a race of divine beings who give blessings to humanity and are offered prayers by them in return. Those who are anointed with the ability to interact with these spirits are known as ""Shepherds."" Hailed as heroes for their prompt appearances in times of crisis, while also being feared for their power, the Shepherds are imprinted in common folklore along with the Seraphim.   Sorey is a young human who has spent his entire life living in harmony alongside the Seraphim in the village of Elysia. Fascinated by the myths of the Celestial Records, he explores some nearby ruins with Mikleo—his childhood Seraphim companion—hoping to enlighten himself about the Seraphims' history with mankind.   Unfortunately, they become trapped in the depths of the historical site during their investigation. While searching for an exit, they come across a mysterious girl who desperately seeks the help of a Shepherd to save the world, which is on the brink of being consumed by darkness. Despite Mikleo's warning about making contact with other humans, Sorey decides to help the stranger, which unknowingly leads him closer to the dream of peaceful coexistence between man and Seraphim."
-46.951157,-44.669575,Tamayura,Unknown,Slice of Life,OVA,4,7.14,2010,3591,45299,130,HAL Film Maker,"As a child, Fuu ""Potte"" Sawatari and her late father would often visit his hometown of Takehara and take pictures of the surroundings together. Now, five years since their last visit, Fuu and her family have moved to the town so that she can start attending high school. Although her father has been deceased for some time, Fuu carries on his legacy through her love of photography and the pictures she takes with his old camera.   Believing that photographs have the power to turn the ordinary into something wonderful, Fuu and her friends grab every opportunity they can to capture the magic of everyday life on film and bring happiness to someone in the world who might need it."
44.388752,1.7737926,Armed Librarians: The Book of Bantorra,Unknown,"Action, Fantasy",TV,27,7.19,2009,3283,66202,213,David Production,"In a world where dead people turn into books and are stored in the Bantorra Library where anyone who reads a book can learn their past, Bantorra Library is maintained by Armed Librarians who wield psychic powers and their enemy is a religious society known as Sindeki Kyoudan."
-3.9335268,-44.409428,Letter Bee Academy,Unknown,Comedy,Special,25,7.22,2010,3132,10443,7,Pierrot Plus,Tegamibachi specials.
-27.909286,0.067508034,Heaven's Design Team: Idea 13,Seinen,"Comedy, Fantasy",Special,1,7.22,2021,3133,12848,12,Asahi Production,"Hatching an original idea is not always easy for the Heaven's Design Team. With a meticulous client such as God, even the most confident of its members may doubt their ability to create a perfect creature that satisfies his demands. The whole team is then put to the test when God requests a single animal possessing five particular qualities. This strange animal may be one of the design team's biggest jobs yet!"
-0.22150068,-50.20207,Gurren Lagann: Viral's Sweet Dream,Unknown,Comedy,OVA,1,7.22,2009,3134,29553,14,Gainax,"Viral tries to get some sleep, but keeps on having terrifying nightmares.  Can't anyone save him from his plight?"
10.743203,-34.990093,Time Bokan Series: Itadakiman,Unknown,Mecha,TV,20,5.79,1983,10576,1426,1,Tatsunoko Production,"The story begins in the year of 20XX. Oshaka School in Kamakuland is a prestige school of the world where only those who are pure and clearheaded descendants of Priest Sanzo's clan may be admitted. As for the familiar villain trio, they are in firm belief that they are genuine descendants of Priest Sanzo's clan although actually they are of uncertain lineage. They study hard to enter the school in spite of their repeated failure. One day three intelligent children are called in by the principal and asked by Shakyamuni dwelling in his body to find missing puzzle copperplates scattered all over the world and complete the puzzle board to heighten honor of Oshaka School. The conversation, however, is overheard by the villain trio and they decide to forestall those selected youngsters. Then they happen to meet with a brilliant boy named koochan who appears handy and so they take him with them and attempt to take away puzzle copperplates from a goblin. At the same time they try to win the goblin over to their side and attack our heroes together. Being aware of the evil scheme, Koochan transforms himself into Itadakiman and fights bravely to drive the wicked trio away.   (Source: Official site)"
7.2492456,-3.2016497,Toilet no Hanako-san,Unknown,Horror,Movie,1,6.13,1996,8942,1747,6,Pierrot,A short movie based on Japanese urban legend.
-38.196,-19.117718,The Betrayal Knows My Name,Shoujo,"Adventure, Boys Love, Drama, Fantasy",TV,24,7.2,2010,3275,101315,1002,J.C.Staff,"Growing up as an orphan, Yuki Sakurai questions his reason for living and ability to see a person's painful memory by simply touching them. After receiving anonymous notes telling him to die, Yuki is unable to shake off the nagging feeling forming inside of him. Unbeknownst to him, he is being watched, both by people who want to harm him and those who want to protect him.   One foggy night, Yuki's life is saved by a beautiful man with silver eyes and jet black hair—a man he has never met before yet seems familiar. With the arrival of this mysterious stranger, Yuki's forgotten past has been awakened and the purpose of his existence has appeared before him.  Uragiri wa Boku no Namae wo Shitteiru tells the story of a teenage boy as he discovers who he is and where he comes from—all while making friends, experiencing betrayal, and slowly piecing together the puzzle of his past."
70.65603,7.134618,Ten Thousand Worlds,Unknown,Fantasy,ONA,50,7.22,2021,3135,3241,43,Ruo Hong Culture,"On this day, Lin Feng was condensing his martial soul in the Lin Mansion. He didn't want to, he had just cultivated his sword martial soul into a prototype, and his fiancee Ji Manyao took the opportunity to take away his martial soul, causing him to vomit blood and die. At the same time, Lin Feng's spirit entered the place where the gods were buried. The mysterious woman in the place told Lin Feng that he could gain huge martial arts power and knowledge by destroying the ancient gods buried here. In the real world, Lin Feng, who was originally the eldest young master of the Lin family, was no longer respected by his servants because he lost his sword spirit. It was not until Lin Feng used the power obtained from the place of burial to defeat Lin Yuhong, the powerhouse of Huangjie Wuhun, that the Lin family's attitude towards Lin Feng changed. On the other hand, Lin Feng killed Qin Xiao who was fighting with him because he couldn't control the newly acquired power well. Qin Xiao is the grandson of the first elder of the Qin family, and has always been favored by the elders. Now that Qin Xiao was killed, the elders of the Qin family were unwilling.   (Source: Tencent Video)"
77.98203,6.117085,The Wonderland of Ten Thousand 3rd Season,Unknown,"Action, Adventure, Fantasy, Romance",ONA,48,7.22,2019,3136,2670,9,Ruo Hong Culture,Third season of Wan Jie Xian Zong.
-7.1028194,0.79652804,Young Black Jack,Seinen,Drama,TV,12,7.22,2015,3137,84566,154,Tezuka Productions,"In the 1960s, a gifted young medical student tries to make a name for himself. Kuroo Hazama is a reserved young man with unusual black-and-white hair, a body covered with scars, and a dark past. Despite only being a medical student, his surgical brilliance starts to attract attention after he completes a seemingly impossible operation. Together with the spirited and honest intern Maiko Okamoto and Yabu, a close friend with a troubled life, Hazama devotes himself to the world of medicine.    However, his path to becoming a respectable surgeon is a difficult one as student riots, war, and corruption are consuming Japan. Hazama quickly finds himself caught up in a series of nefarious circumstances that challenge his integrity as a person and his path towards becoming a surgeon. Young Black Jack chronicles the story of a man capable of performing unthinkable feats of medicine, and the journey that leads him to become the legend known as Black Jack."
-27.128695,-16.657925,The Familiar of Zero,Unknown,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",TV,13,7.22,2006,3138,820464,8047,J.C.Staff,"Louise Françoise Le Blanc de La Vallière is a self-absorbed mage in a world of wands, cloaks, and royalty. Although she studies at Tristain Academy, a prestigious school for magicians, she has a major problem: Louise is unable to cast magic properly, earning her the nickname of ""Louise the Zero"" from her classmates.   When the first year students are required to perform a summoning ritual, Louise's summoning results in a catastrophic explosion! Everyone deems this to be yet another failure, but when the smoke clears, a boy named Saito Hiraga appears. Now Louise's familiar, Saito is treated as a slave, forced to clean her clothes and eat off the ground. But when an unfamiliar brand is found etched on Saito's hand from the summoning ritual, it is believed to be the mark of a powerful familiar named Gandalfr.   Wild, adventurous, and explosive, Zero no Tsukaima follows Saito as he comes to terms with his new life and as Louise proves that there is more to her than her nickname suggests."
-49.43818,40.355705,Sergeant Frog Movie,Shounen,"Comedy, Sci-Fi",Movie,1,7.22,2006,3166,6817,14,Sunrise,"Sergeant Keroro and his four subordinates came from the planet Keron to the Earth to conquer. However, without notice, they began to enjoy the life on the Earth. Keroro was supposed to stay with Hitana to get the chance to conquer the Earth, but he became friend with Hinata's son, Fuyuki.   Today, as usual, Keroro goes to buy his favorite Gundam plastic model with Fuyuki. On their way home, they find a small shrine, and enter. There, they find a vase, and happens to break it. Since the next day, strange things happen all over the town and people are in panic. Inside the vase, Kiruru, Keron's ancient ultimate weapon was sealed. At the moment, Mirara who holds the secret of the Kiruru appears and informs them of the only method to save the Earth. However...   (Source: AnimeNfo)"
37.390575,45.81937,Mobile Suit Gundam Thunderbolt 2nd Season,Unknown,"Action, Drama, Sci-Fi",ONA,4,7.22,2017,3167,23222,23,Sunrise,The second season of Mobile Suit Gundam Thunderbolt.
-56.860184,27.25631,Kinnikuman: New York Kiki Ippatsu!,Shounen,"Comedy, Sports",Movie,1,6.2,1986,8577,1286,1,Toei Animation,"Terryman, Robin Mask, and the other Justice Choujins are participating in a tournament in New York. Suddenly, Akuma Shogun (not the same as the guy from the series) arrives and defeats all of the Justice Choujins and absorbs their power... all except Kinnikuman (who was late for the tournament because he was busy eating gyuudon). Now Kinnikuman must defeat Akuma Shogun, whom now posseses the combined strength of all the Justice Choujins."
-73.05759,-2.3952894,Kuroko no Basket: Oshaberi Demo Shimasen ka,Shounen,"Comedy, Sports",Special,1,7.22,2014,3169,25560,7,Production I.G,Special included on Kuroko no Basket Fan Disc 2: Hikari Sasu Basho e.
